metric_type,sensor_type,px,py,vx,vy,ro,phi,ro_dot
update,radar,-3.975041,3.879489,-2.127487,-5.088145,5.554403,2.368359,-2.031282
prediction,none,-4.041618,3.628179,-1.943487,-5.150047,0,0,0
prediction,none,-4.086609,3.413872,-1.812462,-5.029002,0,0,0
update,radar,-4.086609,3.413872,-1.812462,-5.029002,5.324932,2.445648,-1.833177
prediction,none,-4.157271,3.234915,-1.803342,-4.800761,0,0,0
prediction,none,-4.247534,2.992053,-1.805124,-4.807296,0,0,0
update,radar,-4.247533,2.992053,-1.805124,-4.807296,5.195568,2.527905,-1.292710
prediction,none,-4.375705,2.739133,-1.963725,-4.802970,0,0,0
prediction,none,-4.481108,2.460071,-2.000184,-4.900212,0,0,0
update,radar,-4.481108,2.460071,-2.000184,-4.900212,5.111974,2.639527,-0.604821
prediction,none,-4.566317,2.205834,-1.926996,-4.943566,0,0,0
prediction,none,-4.682972,1.926804,-1.983046,-5.030528,0,0,0
update,radar,-4.682972,1.926804,-1.983046,-5.030528,5.063872,2.751256,-0.080233
prediction,none,-4.774971,1.732314,-2.086072,-4.825937,0,0,0
prediction,none,-4.915596,1.432647,-2.182757,-4.987152,0,0,0
update,radar,-4.915596,1.432647,-2.182757,-4.987152,5.120113,2.857999,0.700126
prediction,none,-5.042065,1.184230,-2.269080,-4.971500,0,0,0
prediction,none,-5.076098,0.993682,-2.103450,-4.814540,0,0,0
update,radar,-5.076098,0.993682,-2.103450,-4.814540,5.172444,2.948280,1.139345
prediction,none,-5.158366,0.787322,-2.025404,-4.723656,0,0,0
prediction,none,-5.200851,0.584008,-1.911810,-4.642218,0,0,0
update,radar,-5.200850,0.584008,-1.911810,-4.642218,5.233537,3.029770,1.381846
prediction,none,-5.343700,0.256256,-2.167294,-4.895248,0,0,0
prediction,none,-5.411974,0.025359,-2.094887,-4.868043,0,0,0
update,radar,-5.411974,0.025359,-2.094887,-4.868043,5.412033,3.136907,2.072053
prediction,none,-5.537770,-0.307200,-2.044260,-5.108931,0,0,0
prediction,none,-5.591693,-0.521669,-1.953005,-5.012405,0,0,0
update,radar,-5.591693,-0.521669,-1.953005,-5.012405,5.615975,-3.048568,2.410164
prediction,none,-5.687161,-0.674681,-1.963346,-4.743051,0,0,0
prediction,none,-5.806933,-0.843158,-1.992627,-4.541685,0,0,0
update,radar,-5.806933,-0.843158,-1.992627,-4.541686,5.867826,-2.997402,2.624551
prediction,none,-5.935321,-1.049276,-2.285727,-4.515644,0,0,0
prediction,none,-6.044292,-1.347816,-2.278705,-4.715814,0,0,0
update,radar,-6.044292,-1.347816,-2.278705,-4.715814,6.192744,-2.922192,3.250451
prediction,none,-6.139872,-1.638505,-2.253339,-4.874837,0,0,0
prediction,none,-6.276786,-1.838105,-2.297847,-4.745403,0,0,0
update,radar,-6.276786,-1.838105,-2.297848,-4.745403,6.540388,-2.856716,3.538879
prediction,none,-6.433386,-2.075516,-2.594976,-4.797858,0,0,0
prediction,none,-6.544373,-2.338067,-2.559049,-4.866148,0,0,0
update,radar,-6.544373,-2.338067,-2.559049,-4.866148,6.949488,-2.798462,4.047025
prediction,none,-6.688343,-2.530989,-2.525729,-4.701814,0,0,0
prediction,none,-6.837679,-2.732916,-2.573044,-4.606639,0,0,0
update,radar,-6.837679,-2.732916,-2.573044,-4.606638,7.363605,-2.761358,4.098971
prediction,none,-6.997858,-2.946074,-2.678917,-4.566680,0,0,0
prediction,none,-7.085076,-3.237954,-2.580314,-4.746018,0,0,0
update,radar,-7.085076,-3.237954,-2.580314,-4.746018,7.789907,-2.712924,4.319578
prediction,none,-7.207700,-3.465642,-2.522957,-4.702523,0,0,0
prediction,none,-7.324668,-3.631917,-2.523798,-4.544577,0,0,0
update,radar,-7.324668,-3.631917,-2.523798,-4.544577,8.175671,-2.681273,4.279956
prediction,none,-7.475173,-3.911428,-2.589574,-4.673612,0,0,0
prediction,none,-7.632419,-3.991488,-2.684195,-4.303294,0,0,0
update,radar,-7.632419,-3.991488,-2.684195,-4.303294,8.613118,-2.659742,4.372801
prediction,none,-7.782463,-4.205780,-2.801972,-4.342079,0,0,0
prediction,none,-7.938602,-4.449398,-2.823685,-4.394416,0,0,0
update,radar,-7.938602,-4.449398,-2.823685,-4.394416,9.100470,-2.630742,4.611698
prediction,none,-8.088183,-4.681332,-2.845778,-4.424153,0,0,0
prediction,none,-8.253369,-4.934074,-2.878527,-4.483789,0,0,0
update,radar,-8.253369,-4.934073,-2.878527,-4.483789,9.615778,-2.602774,4.771418
prediction,none,-8.379395,-5.136016,-2.712413,-4.354259,0,0,0
prediction,none,-8.507090,-5.346635,-2.699817,-4.342315,0,0,0
update,radar,-8.507091,-5.346635,-2.699817,-4.342315,10.047741,-2.580487,4.596492
prediction,none,-8.649429,-5.496118,-2.682595,-4.152754,0,0,0
prediction,none,-8.846279,-5.687103,-2.807037,-4.087100,0,0,0
update,radar,-8.846279,-5.687103,-2.807037,-4.087100,10.516644,-2.570238,4.571382
prediction,none,-9.007157,-5.892499,-2.880882,-4.103275,0,0,0
prediction,none,-9.166468,-6.063078,-2.921598,-4.021184,0,0,0
update,radar,-9.166468,-6.063078,-2.921598,-4.021183,10.990225,-2.557217,4.655180
prediction,none,-9.299043,-6.204367,-2.871485,-3.865469,0,0,0
prediction,none,-9.483334,-6.261746,-2.995520,-3.553938,0,0,0
update,radar,-9.483335,-6.261746,-2.995520,-3.553938,11.364115,-2.558018,4.458014
prediction,none,-9.667498,-6.456771,-3.129918,-3.627414,0,0,0
prediction,none,-9.802554,-6.678932,-3.075220,-3.724526,0,0,0
update,radar,-9.802554,-6.678932,-3.075220,-3.724526,11.861627,-2.543496,4.638560
prediction,none,-10.042794,-6.846424,-3.371421,-3.734085,0,0,0
prediction,none,-10.259286,-7.008951,-3.470774,-3.662252,0,0,0
update,radar,-10.259286,-7.008951,-3.470774,-3.662252,12.424908,-2.542244,4.931723
prediction,none,-10.444111,-7.176247,-3.536823,-3.650339,0,0,0
prediction,none,-10.690023,-7.363882,-3.666004,-3.633415,0,0,0
update,radar,-10.690023,-7.363882,-3.666004,-3.633415,12.980885,-2.538385,5.080216
prediction,none,-10.893555,-7.506541,-3.722107,-3.543107,0,0,0
prediction,none,-11.157660,-7.668368,-3.875230,-3.479560,0,0,0
update,radar,-11.157660,-7.668368,-3.875231,-3.479560,13.538732,-2.539459,5.164520
prediction,none,-11.328825,-7.813356,-3.770711,-3.375774,0,0,0
prediction,none,-11.471887,-7.961706,-3.691864,-3.349451,0,0,0
update,radar,-11.471887,-7.961706,-3.691864,-3.349451,13.963987,-2.534892,4.942714
prediction,none,-11.656565,-8.096206,-3.693701,-3.270979,0,0,0
prediction,none,-11.839887,-8.178021,-3.719392,-3.096626,0,0,0
update,radar,-11.839887,-8.178021,-3.719392,-3.096626,14.389683,-2.537123,4.820220
prediction,none,-12.012660,-8.299846,-3.612697,-2.965303,0,0,0
prediction,none,-12.238917,-8.363902,-3.727863,-2.768353,0,0,0
update,radar,-12.238917,-8.363902,-3.727863,-2.768353,14.823831,-2.542104,4.639775
prediction,none,-12.481168,-8.510041,-4.017963,-2.892271,0,0,0
prediction,none,-12.697198,-8.572909,-4.074580,-2.711655,0,0,0
update,radar,-12.697198,-8.572908,-4.074580,-2.711655,15.320365,-2.547719,4.894303
prediction,none,-12.877547,-8.668904,-3.921813,-2.551540,0,0,0
prediction,none,-13.184255,-8.737697,-4.149181,-2.386474,0,0,0
update,radar,-13.184256,-8.737697,-4.149180,-2.386474,15.816825,-2.556315,4.776947
prediction,none,-13.438614,-8.851397,-4.305640,-2.401173,0,0,0
prediction,none,-13.673625,-8.879487,-4.373897,-2.196294,0,0,0
update,radar,-13.673625,-8.879487,-4.373897,-2.196294,16.303782,-2.565648,4.864454
prediction,none,-13.854272,-8.934209,-4.155369,-1.981865,0,0,0
prediction,none,-14.091321,-9.036856,-4.208408,-1.979859,0,0,0
update,radar,-14.091320,-9.036857,-4.208408,-1.979859,16.740074,-2.571353,4.611313
prediction,none,-14.355327,-9.145675,-4.456832,-2.079818,0,0,0
prediction,none,-14.591410,-9.255926,-4.479175,-2.089132,0,0,0
update,radar,-14.591410,-9.255926,-4.479175,-2.089132,17.279509,-2.576305,4.901432
prediction,none,-14.793160,-9.350151,-4.346776,-2.014614,0,0,0
prediction,none,-15.116914,-9.305910,-4.591588,-1.666241,0,0,0
update,radar,-15.116914,-9.305910,-4.591588,-1.666242,17.751648,-2.589784,4.783586
prediction,none,-15.362000,-9.400896,-4.577286,-1.663385,0,0,0
prediction,none,-15.647565,-9.507353,-4.673512,-1.696816,0,0,0
update,radar,-15.647565,-9.507354,-4.673512,-1.696816,18.309452,-2.595609,4.875149
prediction,none,-15.853301,-9.561545,-4.451254,-1.529595,0,0,0
prediction,none,-16.129739,-9.622803,-4.554797,-1.480288,0,0,0
update,radar,-16.129738,-9.622803,-4.554797,-1.480288,18.782087,-2.603686,4.669991
prediction,none,-16.357525,-9.654755,-4.479752,-1.334843,0,0,0
prediction,none,-16.632866,-9.607557,-4.610527,-1.070423,0,0,0
update,radar,-16.632866,-9.607556,-4.610527,-1.070423,19.208263,-2.617788,4.527761
prediction,none,-16.816632,-9.639502,-4.457382,-0.994320,0,0,0
prediction,none,-17.138287,-9.574481,-4.673543,-0.714350,0,0,0
update,radar,-17.138287,-9.574481,-4.673543,-0.714350,19.631392,-2.632125,4.428420
prediction,none,-17.378797,-9.663078,-4.708034,-0.851788,0,0,0
prediction,none,-17.665424,-9.652123,-4.817413,-0.719746,0,0,0
update,radar,-17.665424,-9.652123,-4.817413,-0.719746,20.130342,-2.641529,4.572635
prediction,none,-17.897523,-9.664521,-4.681647,-0.601521,0,0,0
prediction,none,-18.178902,-9.593539,-4.798370,-0.365398,0,0,0
update,radar,-18.178902,-9.593538,-4.798370,-0.365398,20.555010,-2.656008,4.414230
prediction,none,-18.393037,-9.582433,-4.630920,-0.239631,0,0,0
prediction,none,-18.593445,-9.618941,-4.567717,-0.301948,0,0,0
update,radar,-18.593445,-9.618940,-4.567717,-0.301948,20.934187,-2.664178,4.195721
prediction,none,-18.814726,-9.636261,-4.593021,-0.328231,0,0,0
prediction,none,-19.091672,-9.589403,-4.696586,-0.175764,0,0,0
update,radar,-19.091673,-9.589402,-4.696586,-0.175764,21.364658,-2.676121,4.275807
prediction,none,-19.302948,-9.576471,-4.648993,-0.126612,0,0,0
prediction,none,-19.590319,-9.396998,-4.802417,0.301421,0,0,0
update,radar,-19.590319,-9.396998,-4.802417,0.301421,21.727497,-2.694336,4.199675
prediction,none,-19.792482,-9.344268,-4.571901,0.458060,0,0,0
prediction,none,-20.083595,-9.162653,-4.729169,0.828045,0,0,0
update,radar,-20.083595,-9.162653,-4.729169,0.828045,22.074986,-2.713573,3.958853
prediction,none,-20.307339,-9.067962,-4.638025,0.983533,0,0,0
prediction,none,-20.445893,-9.245008,-4.408916,0.454124,0,0,0
update,radar,-20.445894,-9.245008,-4.408916,0.454124,22.438911,-2.716936,3.830214
prediction,none,-20.667066,-9.235897,-4.391178,0.429716,0,0,0
prediction,none,-20.920751,-9.087113,-4.487027,0.724147,0,0,0
update,radar,-20.920752,-9.087113,-4.487027,0.724147,22.809065,-2.731822,3.827056
prediction,none,-21.145220,-9.025727,-4.384385,0.827555,0,0,0
prediction,none,-21.355728,-8.927623,-4.385008,0.954365,0,0,0
update,radar,-21.355728,-8.927623,-4.385008,0.954365,23.146698,-2.745629,3.677623
prediction,none,-21.569124,-8.862523,-4.261199,1.040323,0,0,0
prediction,none,-21.766635,-8.821397,-4.231240,1.012763,0,0,0
update,radar,-21.766636,-8.821397,-4.231240,1.012764,23.486240,-2.756550,3.541047
prediction,none,-21.922978,-8.709282,-3.905222,1.239286,0,0,0
prediction,none,-22.145062,-8.584890,-3.968274,1.386025,0,0,0
update,radar,-22.145061,-8.584890,-3.968274,1.386025,23.750875,-2.771764,3.198989
prediction,none,-22.349220,-8.495512,-4.023011,1.418971,0,0,0
prediction,none,-22.615384,-8.341927,-4.156567,1.618208,0,0,0
update,radar,-22.615385,-8.341928,-4.156567,1.618208,24.104841,-2.788215,3.339719
prediction,none,-22.779288,-8.253993,-3.940873,1.676376,0,0,0
prediction,none,-23.078657,-7.908647,-4.182563,2.290506,0,0,0
update,radar,-23.078657,-7.908647,-4.182563,2.290506,24.396128,-2.811452,3.214163
prediction,none,-23.234346,-7.781545,-3.807182,2.403215,0,0,0
prediction,none,-23.496564,-7.547804,-3.957393,2.673835,0,0,0
update,radar,-23.496563,-7.547804,-3.957393,2.673835,24.679098,-2.830774,2.950009
prediction,none,-23.691560,-7.401689,-3.961045,2.700850,0,0,0
prediction,none,-23.862499,-7.263482,-3.915904,2.705149,0,0,0
update,radar,-23.862499,-7.263482,-3.915904,2.705149,24.943478,-2.846114,2.958467
prediction,none,-24.038680,-7.104102,-3.779304,2.790192,0,0,0
prediction,none,-24.192995,-7.040404,-3.703682,2.611312,0,0,0
update,radar,-24.192995,-7.040404,-3.703682,2.611312,25.196592,-2.858404,2.826512
prediction,none,-24.338212,-6.871192,-3.457395,2.748572,0,0,0
prediction,none,-24.533051,-6.554640,-3.533353,3.166135,0,0,0
update,radar,-24.533051,-6.554640,-3.533353,3.166135,25.393579,-2.880515,2.596367
prediction,none,-24.672503,-6.395109,-3.236454,3.222505,0,0,0
prediction,none,-24.757371,-6.283099,-3.097176,3.103140,0,0,0
update,radar,-24.757370,-6.283099,-3.097176,3.103140,25.542215,-2.893053,2.238670
prediction,none,-24.877756,-6.114148,-2.925432,3.160190,0,0,0
prediction,none,-25.091959,-5.850610,-3.060103,3.409863,0,0,0
update,radar,-25.091959,-5.850610,-3.060103,3.409863,25.765015,-2.912519,2.205867
prediction,none,-25.203301,-5.654046,-2.866252,3.496091,0,0,0
prediction,none,-25.345626,-5.475439,-2.865321,3.504933,0,0,0
update,radar,-25.345625,-5.475439,-2.865321,3.504933,25.930313,-2.928831,2.060611
prediction,none,-25.485952,-5.296563,-2.809795,3.523226,0,0,0
prediction,none,-25.656729,-5.029383,-2.876465,3.736945,0,0,0
update,radar,-25.656729,-5.029383,-2.876465,3.736945,26.145025,-2.948021,2.103886
prediction,none,-25.766211,-4.872860,-2.756510,3.673830,0,0,0
prediction,none,-25.888799,-4.705828,-2.728410,3.634633,0,0,0
update,radar,-25.888800,-4.705828,-2.728410,3.634633,26.313015,-2.961785,2.034404
prediction,none,-25.989665,-4.511143,-2.533543,3.686740,0,0,0
prediction,none,-26.124879,-4.221010,-2.564310,3.934912,0,0,0
update,radar,-26.124880,-4.221010,-2.564310,3.934912,26.463678,-2.981406,1.903854
prediction,none,-26.203643,-4.010343,-2.099629,4.020428,0,0,0
prediction,none,-26.313011,-3.666142,-2.127812,4.356638,0,0,0
update,radar,-26.313011,-3.666142,-2.127812,4.356638,26.567183,-3.003156,1.506260
prediction,none,-26.358728,-3.438401,-1.703683,4.418044,0,0,0
prediction,none,-26.388234,-3.151509,-1.620547,4.575195,0,0,0
update,radar,-26.388233,-3.151509,-1.620547,4.575195,26.575758,-3.022727,1.066558
prediction,none,-26.414586,-2.912042,-1.309350,4.623525,0,0,0
prediction,none,-26.438022,-2.677722,-1.240386,4.633196,0,0,0
update,radar,-26.438023,-2.677722,-1.240386,4.633196,26.573280,-3.040654,0.767197
prediction,none,-26.478031,-2.457820,-1.090094,4.614801,0,0,0
prediction,none,-26.555095,-2.344820,-1.114348,4.335789,0,0,0
update,radar,-26.555096,-2.344820,-1.114348,4.335789,26.658419,-3.053521,0.728662
prediction,none,-26.596446,-2.112661,-1.009538,4.378780,0,0,0
prediction,none,-26.657479,-1.918277,-1.024526,4.320075,0,0,0
update,radar,-26.657478,-1.918277,-1.024526,4.320075,26.726410,-3.069756,0.711812
prediction,none,-26.670862,-1.688862,-0.867514,4.359619,0,0,0
prediction,none,-26.683555,-1.406886,-0.822512,4.513121,0,0,0
update,radar,-26.683556,-1.406886,-0.822512,4.513121,26.720619,-3.088917,0.583748
prediction,none,-26.650738,-1.191646,-0.406475,4.502747,0,0,0
prediction,none,-26.663542,-0.945830,-0.395645,4.552218,0,0,0
update,radar,-26.663542,-0.945830,-0.395645,4.552218,26.680311,-3.106135,0.234018
prediction,none,-26.675773,-0.727318,-0.232792,4.532717,0,0,0
prediction,none,-26.701518,-0.439151,-0.260014,4.675986,0,0,0
update,radar,-26.701517,-0.439151,-0.260014,4.675985,26.705128,-3.125148,0.183085
prediction,none,-26.664077,-0.190027,0.108688,4.715826,0,0,0
prediction,none,-26.627253,0.155649,0.154777,4.978506,0,0,0
update,radar,-26.627253,0.155649,0.154777,4.978506,26.627707,3.135747,-0.125673
prediction,none,-26.585533,0.408576,0.430474,4.985421,0,0,0
prediction,none,-26.572950,0.734743,0.412685,5.165008,0,0,0
update,radar,-26.572950,0.734743,0.412685,5.165009,26.583107,3.113950,-0.269769
prediction,none,-26.542465,0.988118,0.523741,5.149685,0,0,0
prediction,none,-26.550105,1.280649,0.466854,5.226412,0,0,0
update,radar,-26.550104,1.280648,0.466854,5.226411,26.580973,3.093395,-0.214508
prediction,none,-26.491799,1.565942,0.574540,5.285911,0,0,0
prediction,none,-26.445716,1.764086,0.604098,5.133817,0,0,0
update,radar,-26.445715,1.764086,0.604098,5.133817,26.504488,3.074986,-0.261062
prediction,none,-26.383497,1.971788,0.804196,5.009557,0,0,0
prediction,none,-26.338910,2.140607,0.811332,4.818995,0,0,0
update,radar,-26.338909,2.140607,0.811332,4.818995,26.425753,3.060499,-0.418305
prediction,none,-26.246393,2.373288,1.124819,4.785533,0,0,0
prediction,none,-26.191708,2.526373,1.121038,4.583477,0,0,0
update,radar,-26.191708,2.526373,1.121038,4.583477,26.313269,3.045433,-0.675793
prediction,none,-26.115115,2.748348,1.216304,4.563264,0,0,0
prediction,none,-26.044629,3.003903,1.233111,4.629350,0,0,0
update,radar,-26.044630,3.003903,1.233111,4.629350,26.217289,3.026763,-0.694573
prediction,none,-25.922462,3.233464,1.660009,4.591763,0,0,0
prediction,none,-25.820947,3.549653,1.694110,4.797879,0,0,0
update,radar,-25.820946,3.549653,1.694110,4.797879,26.063793,3.004977,-1.024897
prediction,none,-25.720158,3.794410,1.871716,4.788211,0,0,0
prediction,none,-25.620047,3.962398,1.879183,4.623541,0,0,0
update,radar,-25.620047,3.962398,1.879183,4.623541,25.924648,2.988148,-1.150428
prediction,none,-25.482912,4.169707,2.116328,4.547752,0,0,0
prediction,none,-25.429707,4.312723,2.022658,4.338803,0,0,0
update,radar,-25.429707,4.312723,2.022658,4.338803,25.792820,2.973597,-1.268707
prediction,none,-25.288189,4.511403,2.239352,4.276861,0,0,0
prediction,none,-25.126880,4.741158,2.323719,4.326314,0,0,0
update,radar,-25.126879,4.741158,2.323719,4.326314,25.570269,2.955097,-1.481254
prediction,none,-24.958782,4.936188,2.450976,4.281144,0,0,0
prediction,none,-24.852308,5.124295,2.421604,4.216924,0,0,0
update,radar,-24.852308,5.124295,2.421604,4.216924,25.375099,2.938252,-1.520139
prediction,none,-24.673334,5.320172,2.667583,4.162990,0,0,0
prediction,none,-24.507143,5.549977,2.725347,4.221843,0,0,0
update,radar,-24.507143,5.549977,2.725347,4.221843,25.127720,2.918885,-1.725558
prediction,none,-24.306109,5.741632,3.096434,4.128174,0,0,0
prediction,none,-24.121127,5.898228,3.142591,4.022152,0,0,0
update,radar,-24.121126,5.898228,3.142591,4.022152,24.831791,2.901773,-2.097281
prediction,none,-23.934261,6.065926,3.383532,3.900511,0,0,0
prediction,none,-23.767349,6.207264,3.373377,3.776767,0,0,0
update,radar,-23.767349,6.207264,3.373377,3.776767,24.564548,2.886131,-2.309541
prediction,none,-23.618442,6.406278,3.216813,3.829995,0,0,0
prediction,none,-23.469174,6.544904,3.190184,3.705662,0,0,0
update,radar,-23.469173,6.544904,3.190184,3.705662,24.364685,2.869630,-2.077506
prediction,none,-23.304145,6.728933,3.281533,3.679471,0,0,0
prediction,none,-23.075166,6.989022,3.403964,3.872796,0,0,0
update,radar,-23.075167,6.989022,3.403964,3.872796,24.110367,2.847495,-2.135181
prediction,none,-22.854502,7.134923,3.613494,3.735950,0,0,0
prediction,none,-22.647524,7.299791,3.655877,3.694454,0,0,0
update,radar,-22.647524,7.299791,3.655877,3.694454,23.794901,2.829785,-2.346209
prediction,none,-22.403991,7.452385,3.960717,3.569264,0,0,0
prediction,none,-22.235855,7.563747,3.897888,3.407700,0,0,0
update,radar,-22.235855,7.563747,3.897888,3.407700,23.487093,2.813711,-2.592824
prediction,none,-21.967933,7.720869,4.318354,3.293903,0,0,0
prediction,none,-21.799944,7.858033,4.229735,3.215883,0,0,0
update,radar,-21.799944,7.858033,4.229735,3.215883,23.172962,2.795629,-2.888602
prediction,none,-21.603584,8.058575,4.153985,3.323222,0,0,0
prediction,none,-21.413647,8.170157,4.112934,3.194583,0,0,0
update,radar,-21.413647,8.170156,4.112934,3.194582,22.919331,2.777101,-2.703948
prediction,none,-21.206118,8.316470,4.199189,3.129759,0,0,0
prediction,none,-21.008470,8.274612,4.139873,2.681696,0,0,0
update,radar,-21.008471,8.274611,4.139873,2.681696,22.579306,2.766382,-2.869106
prediction,none,-20.809606,8.444988,4.045564,2.797532,0,0,0
prediction,none,-20.653523,8.592415,3.965151,2.798270,0,0,0
update,radar,-20.653522,8.592416,3.965151,2.798270,22.369570,2.747347,-2.586122
prediction,none,-20.370602,8.729915,4.376489,2.707777,0,0,0
prediction,none,-20.120623,8.861934,4.431314,2.711271,0,0,0
update,radar,-20.120623,8.861934,4.431314,2.711271,21.985752,2.726717,-2.962541
prediction,none,-19.914566,9.002917,4.357055,2.740086,0,0,0
prediction,none,-19.741310,9.069592,4.261805,2.568437,0,0,0
update,radar,-19.741310,9.069592,4.261806,2.568437,21.725027,2.710931,-2.800408
prediction,none,-19.534263,9.189700,4.249582,2.547279,0,0,0
prediction,none,-19.331553,9.228711,4.212068,2.349021,0,0,0
update,radar,-19.331553,9.228711,4.212068,2.349021,21.421438,2.696195,-2.789139
prediction,none,-19.058910,9.358872,4.489424,2.319333,0,0,0
prediction,none,-18.764316,9.442604,4.608956,2.274352,0,0,0
update,radar,-18.764317,9.442604,4.608956,2.274352,21.006247,2.675371,-3.094704
prediction,none,-18.532542,9.534344,4.700768,2.175653,0,0,0
prediction,none,-18.279032,9.626995,4.730586,2.147285,0,0,0
update,radar,-18.279032,9.626995,4.730586,2.147285,20.659189,2.656838,-3.184957
prediction,none,-17.978017,9.669413,5.071056,1.896480,0,0,0
prediction,none,-17.671006,9.807558,5.180075,2.010874,0,0,0
update,radar,-17.671005,9.807558,5.180076,2.010875,20.210211,2.634912,-3.553421
prediction,none,-17.412345,9.921036,5.099067,2.088196,0,0,0
prediction,none,-17.145125,10.016688,5.119555,2.073966,0,0,0
update,radar,-17.145124,10.016687,5.119555,2.073966,19.856720,2.612850,-3.374230
prediction,none,-16.870745,10.117288,5.242896,2.019285,0,0,0
prediction,none,-16.609742,10.227394,5.243171,2.038482,0,0,0
update,radar,-16.609743,10.227394,5.243171,2.038482,19.505978,2.589675,-3.395849
prediction,none,-16.329341,10.313454,5.348853,1.962386,0,0,0
prediction,none,-16.108720,10.389323,5.254478,1.896376,0,0,0
update,radar,-16.108721,10.389322,5.254478,1.896376,19.168434,2.568776,-3.387907
prediction,none,-15.824253,10.478534,5.392733,1.826412,0,0,0
prediction,none,-15.633850,10.436017,5.204749,1.511022,0,0,0
update,radar,-15.633850,10.436017,5.204749,1.511022,18.797014,2.552995,-3.489981
prediction,none,-15.374659,10.509164,5.214973,1.496384,0,0,0
prediction,none,-15.201048,10.440388,5.007330,1.158621,0,0,0
update,radar,-15.201048,10.440389,5.007330,1.158621,18.441084,2.539767,-3.471608
prediction,none,-14.861037,10.482854,5.386744,1.011049,0,0,0
prediction,none,-14.612846,10.520548,5.342475,0.975543,0,0,0
update,radar,-14.612846,10.520548,5.342475,0.975543,18.006033,2.517601,-3.765711
prediction,none,-14.378594,10.548289,5.138934,1.018007,0,0,0
prediction,none,-14.168335,10.474980,5.011494,0.739867,0,0,0
update,radar,-14.168335,10.474980,5.011494,0.739867,17.620071,2.504960,-3.589908
prediction,none,-13.892277,10.503472,5.116296,0.687893,0,0,0
prediction,none,-13.560560,10.706997,5.315325,1.070080,0,0,0
update,radar,-13.560560,10.706997,5.315325,1.070080,17.277979,2.473245,-3.508595
prediction,none,-13.299019,10.773907,5.256639,1.141760,0,0,0
prediction,none,-13.078819,10.744367,5.146069,0.945951,0,0,0
update,radar,-13.078818,10.744367,5.146069,0.945951,16.926220,2.453873,-3.375879
prediction,none,-12.793136,10.775994,5.296456,0.839988,0,0,0
prediction,none,-12.546899,10.880203,5.279409,0.960040,0,0,0
update,radar,-12.546899,10.880202,5.279409,0.960040,16.607332,2.427219,-3.359647
prediction,none,-12.263280,10.942475,5.349379,0.974075,0,0,0
prediction,none,-12.068154,10.862332,5.163426,0.683530,0,0,0
update,radar,-12.068154,10.862331,5.163426,0.683530,16.236706,2.408732,-3.380507
prediction,none,-11.804527,10.900542,5.170110,0.699391,0,0,0
prediction,none,-11.569026,10.969461,5.134890,0.758727,0,0,0
update,radar,-11.569026,10.969460,5.134891,0.758727,15.942755,2.382790,-3.204143
prediction,none,-11.268976,10.994346,5.278351,0.690829,0,0,0
prediction,none,-11.067946,10.987912,5.137092,0.584092,0,0,0
update,radar,-11.067945,10.987912,5.137092,0.584092,15.595949,2.359823,-3.234115
prediction,none,-10.763993,10.918856,5.500725,0.093313,0,0,0
prediction,none,-10.467873,10.866392,5.524828,-0.011851,0,0,0
update,radar,-10.467873,10.866391,5.524828,-0.011851,15.088234,2.337517,-3.841535
prediction,none,-10.207535,10.870126,5.466875,0.019117,0,0,0
prediction,none,-9.998683,10.847021,5.325623,-0.053118,0,0,0
update,radar,-9.998683,10.847021,5.325623,-0.053118,14.752340,2.315521,-3.648600
prediction,none,-9.761250,10.912060,5.116157,0.265521,0,0,0
prediction,none,-9.505450,10.976274,5.133534,0.365149,0,0,0
update,radar,-9.505450,10.976274,5.133534,0.365149,14.520061,2.284506,-3.084600
prediction,none,-9.281519,10.937602,5.103946,0.168364,0,0,0
prediction,none,-9.022727,10.972728,5.120644,0.221437,0,0,0
update,radar,-9.022727,10.972728,5.120644,0.221437,14.205997,2.258980,-3.081263
prediction,none,-8.779935,10.937534,5.099298,0.096839,0,0,0
prediction,none,-8.512028,10.981084,5.140072,0.175805,0,0,0
update,radar,-8.512028,10.981084,5.140072,0.175805,13.893841,2.230202,-3.010104
prediction,none,-8.279181,10.916272,5.100067,-0.026361,0,0,0
prediction,none,-8.170884,10.799579,4.745691,-0.297001,0,0,0
update,radar,-8.170883,10.799579,4.745691,-0.297001,13.542313,2.218503,-3.100207
prediction,none,-7.918755,10.813980,4.765783,-0.204734,0,0,0
prediction,none,-7.521032,10.903086,5.143307,0.038659,0,0,0
update,radar,-7.521032,10.903086,5.143307,0.038659,13.245498,2.174649,-2.888640
prediction,none,-7.253774,10.900540,5.139348,0.071240,0,0,0
